table_name,column_name,data_type,is_primary_key,is_foreign_key,foreign_table,foreign_column,is_nullable,allowed_values,description,example_value,used_in_dashboard
events_1,organizer_unit,object,0,0,,,0,,,School of Science & Engineering,
events_1,organizer_contact_email,object,0,0,,,0,,,sse-events@slu.edu,
events_1,capacity,int64,0,0,,,0,,,380,
events_1,rsvp_required,int64,0,0,,,0,,,1,
events_1,registrations_count,int64,0,0,,,0,,,111,
events_1,attendees_count,int64,0,0,,,0,,,111,
events_1,feedback_score_avg,object,0,0,,,1,,,3.97,
alumni_1,alumni_id,object,1,0,,,0,,,cfcc5cc2-0950-49fb-a333-3a10ad546fbc,
alumni_1,student_id,object,1,0,,,0,,,2758bec7-dbb0-4bc7-ae51-7bcc277e4245,
alumni_1,current_employer_id,object,0,0,,,1,,,9e0ca77a-1ab9-4428-9f74-204eedafc791,
alumni_1,current_title,object,0,0,,,1,,,Software Engineer,
alumni_1,years_experience,float64,0,0,,,0,,,0.5,
alumni_1,career_stage,object,0,0,,,0,,,Early,
alumni_1,skills_primary,object,0,0,,,0,,,"Python, SQL, Statistics",
alumni_1,skills_secondary,object,0,0,,,0,,,"ML, DL, MLOps",
alumni_1,certifications,object,0,0,,,0,,,AWS CCP,
alumni_1,achievements,object,0,0,,,1,,,Hackathon Winner,
alumni_1,mentoring_interest,int64,0,0,,,0,,,0,
alumni_1,volunteering_interest,int64,0,0,,,0,,,0,
alumni_1,is_active_member,int64,0,0,,,0,,,1,
alumni_1,last_engagement_date,object,0,0,,,1,,,2024-09-07,
alumni_1,profile_visibility,object,0,0,,,0,,,Private,
alumni_1,preferred_contact_method,object,0,0,,,0,,,Email,
alumni_1,preferred_time_zone,object,0,0,,,0,,,America/New_York,
alumni_1,portfolio_url,object,0,0,,,0,,,https://portfolio.example.com/alawrence.1,
alumni_1,github_url,object,0,0,,,0,,,https://github.com/alawrence,
alumni_1,created_at,object,0,0,,,0,,,2025-10-25T04:47:46,
event_attendance_1,attendance_id,object,1,0,,,0,,,176e7c10-5b29-4179-98dd-18de2aee758d,
event_attendance_1,event_id,object,1,0,,,0,,,de19592f-c9c2-424c-9232-7c17346efcba,
event_attendance_1,student_id,object,1,0,,,0,,,a98c909a-2d3b-485c-ae12-4906fe4c90bd,
event_attendance_1,registration_status,object,0,0,,,0,,,Registered,
event_attendance_1,registration_channel,object,0,0,,,0,,,Onsite,
event_attendance_1,registered_at,object,0,0,,,0,,,2025-11-27 18:00:00,
event_attendance_1,attended,int64,0,0,,,0,,,1,
event_attendance_1,attended_at,object,0,0,,,1,,,2025-11-28 18:01:00,
event_attendance_1,check_in_method,object,0,0,,,1,,,QR,
event_attendance_1,feedback_score,object,0,0,,,1,,,4.19,
event_attendance_1,feedback_comment,object,0,0,,,1,,,,
event_attendance_1,certificate_issued,int64,0,0,,,0,,,0,
event_attendance_1,no_show_reason,object,0,0,,,1,,,,
event_attendance_1,reminder_sent,int64,0,0,,,0,,,1,
event_attendance_1,reminder_sent_at,object,0,0,,,0,,,2025-11-26 18:00:00,
event_attendance_1,created_by_user,object,0,0,,,0,,,seed_bot,
event_attendance_1,created_at,object,0,0,,,0,,,2025-10-25 04:47:46,
event_attendance_1,updated_by_user,object,0,0,,,0,,,seed_bot,
event_attendance_1,updated_at,object,0,0,,,1,,,,
event_attendance_1,privacy_level,object,0,0,,,0,,,Internal,
engagements_1,engagement_id,object,1,0,,,0,,,a24d6d5c-b0ff-4e0f-a341-8859a01bda3c,
engagements_1,alumni_id,object,1,0,,,0,,,53c1f717-2cd1-456f-a5a0-beba056b8746,
engagements_1,employer_id,object,1,0,,,1,,,,
engagements_1,event_id,object,1,0,,,1,,,22f94359-71f5-4ce7-8ce7-a97cf73fa8cc,
engagements_1,engagement_type,object,0,0,,,0,,,Mentorship,
engagements_1,engagement_subtype,object,0,0,,,0,,,Career Mentoring,
engagements_1,engagement_date,object,0,0,,,0,,,2025-09-02,
engagements_1,points_awarded,int64,0,0,,,0,,,10,
engagements_1,hours_contributed,object,0,0,,,1,,,4.4,
engagements_1,monetary_value_usd,object,0,0,,,1,,,,
engagements_1,channel,object,0,0,,,0,,,Handshake,
engagements_1,satisfaction_rating,object,0,0,,,1,,,3.93,
engagements_1,remarks,object,0,0,,,1,,,,
engagements_1,evidence_url,object,0,0,,,1,,,,
engagements_1,created_by_user,object,0,0,,,0,,,seed_bot,
engagements_1,created_at,object,0,0,,,0,,,2025-10-25 04:48:41,
engagements_1,status,object,0,0,,,0,,,Completed,
engagements_1,follow_up_required,int64,0,0,,,0,,,0,
engagements_1,follow_up_date,object,0,0,,,1,,,,
engagements_1,privacy_level,object,0,0,,,0,,,Restricted,
